Energy,Intensity
3.284999999999955662e+02,1.729985101386328665e+02
3.285999999999955321e+02,1.730744173126941234e+02
3.286999999999954980e+02,1.727497285422085440e+02
3.287999999999955207e+02,1.721636827352844534e+02
3.288999999999955435e+02,1.717787934648114856e+02
3.289999999999955094e+02,1.720064392313325357e+02
3.290999999999954753e+02,1.712236559682836230e+02
3.291999999999954980e+02,1.717121284816039974e+02
3.292999999999955207e+02,1.714384485240271658e+02
3.293999999999954866e+02,1.712035049619959182e+02
3.294999999999954525e+02,1.710598974773364205e+02
3.295999999999954753e+02,1.714647862427716518e+02
3.296999999999954980e+02,1.705565010984571188e+02
3.297999999999954639e+02,1.706198328325042155e+02
3.298999999999954298e+02,1.691775712734526849e+02
3.299999999999954525e+02,1.690366404888765430e+02
